AwayTeamAPI,AwayTeamAvgGoals,AwayTeamCreatonShooting,AwayTeamDefencePressure,AwayTeamGoals,AwayTeamOdds,AwayTeamPlaySpeed,GoalDiff,HomeTeamAPI,HomeTeamAvgGoals,HomeTeamCreatonShooting,HomeTeamDefencePressure,HomeTeamGoals,HomeTeamPlaySpeed,HomeTeamsOdds,corner_away_team,corner_home_team,crosses_away_team,crosses_home_team,on_target_shot_away_team,on_target_shot_home_team,possession_away_team,possession_home_team,red_card_away_team,red_card_home_team,yellow_card_away_team,yellow_card_home_team,HomeTeamRatings,AwayTeamRatings,win
9830,0.577777778,35,30,0,2.9705,55,12,9847,1.940594059,55,70,1,50,4.889,2.027777778,1.308641975,6.5,3.481481481,1.861111111,1.37037037,46.83333333,62.95,0.055555556,0.061728395,1.861111111,1.580246914,76.27118644,70.24489796,1
9830,0.577777778,35,30,0,2.9705,55,12,9847,1.940594059,55,70,5,50,4.889,0,0,0,0,0,0,46.83333333,62.95,0,0,0,1,76.27118644,70.24489796,1
9830,0.577777778,35,30,1,2.9705,55,12,9847,1.940594059,55,70,2,50,4.889,2,5,16,19,1,7,33,67,0,0,2,1,76.27118644,70.24489796,1
9830,0.577777778,35,30,0,2.474333333,55,3,8689,1.336842105,40,70,3,45,1.866666667,2.027777778,1.25,6.5,3.776315789,1.861111111,1.473684211,46.83333333,54.875,0.055555556,0.078947368,1.861111111,1.157894737,70.7125,70.24489796,1
9830,0.577777778,35,30,1,2.474333333,55,3,8689,1.336842105,40,70,2,45,1.866666667,0,0,0,0,0,0,46.83333333,54.875,0,0,1,1,70.7125,70.24489796,1
9830,0.577777778,35,30,0,2.487666667,55,1,9851,1.272727273,60,70,0,50,1.738333333,2.027777778,1.012048193,6.5,3.506024096,1.861111111,1.180722892,46.83333333,50.26315789,0.055555556,0.048192771,1.861111111,1.337349398,71.94936709,70.24489796,0
9830,0.577777778,35,30,3,2.487666667,55,1,9851,1.272727273,60,70,1,50,1.738333333,0,0,0,0,0,0,46.83333333,50.26315789,0,0,2,1,71.94936709,70.24489796,2
9830,0.577777778,35,30,0,2.487666667,55,1,9851,1.272727273,60,70,0,50,1.738333333,2,5,12,13,3,9,40,60,0,0,2,0,71.94936709,70.24489796,0
9830,0.577777778,35,30,1,2.448,55,-2,9831,1.173469388,65,70,2,70,1.553,2.027777778,1.333333333,6.5,3.728395062,1.861111111,1.086419753,46.83333333,52.52941176,0.055555556,0.074074074,1.861111111,1.716049383,70.36986301,70.24489796,1
9830,0.577777778,35,30,0,2.448,55,-2,9831,1.173469388,65,70,0,70,1.553,0,0,0,0,0,0,46.83333333,52.52941176,0,0,4,1,70.36986301,70.24489796,0
